"Timestamp","الحي السكني","معدل الاستهلاك الشهري بالريال (تقريبا)","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [ثلاجة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فريزر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكيف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [تلفاز]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [انارة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مايكروايف]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [فرن]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [غسالة صحون]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مكنسة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [برادة المياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [دفاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كاوية ملابس]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [سخان مياه]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [مروحة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [توستر]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [الغلاية]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [صانع قهوة]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [خلاط]","ماهي الفترات الزمنية التي يعمل خلالها الجهاز؟ [كمبيوتر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [ثلاجة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فريزر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكيف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [تلفاز]","كم عدد الأجهزة في المنزل من نفس النوع؟ [انارة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مايكروايف]","كم عدد الأجهزة في المنزل من نفس النوع؟ [فرن]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [غسالة صحون]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مكنسة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [برادة المياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [دفاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كاوية ملابس]","كم عدد الأجهزة في المنزل من نفس النوع؟ [سخان مياه]","كم عدد الأجهزة في المنزل من نفس النوع؟ [مروحة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [توستر]","كم عدد الأجهزة في المنزل من نفس النوع؟ [الغلاية]","كم عدد الأجهزة في المنزل من نفس النوع؟ [صانع قهوة]","كم عدد الأجهزة في المنزل من نفس النوع؟ [خلاط]","كم عدد الأجهزة في المنزل من نفس النوع؟ [كمبيوتر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [ثلاجة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فريزر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكيف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [تلفاز]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [انارة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مايكروايف]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [فرن]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [غسالة صحون]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مكنسة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [برادة المياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [دفاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كاوية ملابس]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [سخان مياه]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [مروحة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [توستر]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [الغلاية]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [صانع قهوة]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [خلاط]","ماهو متوسط عدد ساعات التشغيل في اليوم؟ [كمبيوتر]"
"2025/11/12 1:56:27 AM GMT+3","وادي الدواسر ","1500","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","","صباحا (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","طوال اليوم","","","طوال اليوم","","مساءً (من 6 الى 12)","طوال اليوم","1","3","أكثر من 5","2","أكثر من 5","1","1","1","","1","1","","1","4","","","2","","","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","3","3","3","","2","أكثر من 5","","2","أكثر من 5","","","3","","2",""
"2025/11/12 2:15:41 AM GMT+3","الشفا","2000-3000","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","1","1","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","2","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","3","3","2","أكثر من 5","أكثر من 5","3","أكثر من 5","أكثر من 5","1","أكثر من 5","1","1","أكثر من 5"
"2025/11/12 2:26:29 AM GMT+3","السلام","140","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","","","","","","","","","","","","","2","","2","","5","","","1","","","","","","2","3","","","","1","1","أكثر من 5","","أكثر من 5","","أكثر من 5","","","3","","","","","","","أكثر من 5","","","","",""
"2025/11/12 2:38:09 AM GMT+3","الشفا ","2700","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","2","2","2","3","3","3","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","2","2",""
"2025/11/12 3:00:51 AM GMT+3","السلام","350","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"2025/11/12 4:59:46 AM GMT+3","العزيزية ","100","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","طوال اليوم","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","1","1","5","2","أكثر من 5","1","1","1","1","1","1","2","1","3","5","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","1","3","2","1","2","أكثر من 5","2","1","أكثر من 5","أكثر من 5","1","4","1","1","3"
"2025/11/12 5:12:43 AM GMT+3","الولامين","600+","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","طوال اليوم","1","1","5","2","أكثر من 5","1","1","1","1","1","1","3","1","2","5","1","1","1","1","3","أكثر من 5","أكثر من 5","أكثر من 5","3","أكثر من 5","2","3","4","2","3","أكثر من 5","3","3","3","3","3","1","1","1","أكثر من 5"
"2025/11/12 5:32:25 AM GMT+3","العارض","800","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","","صباحا (من 6 الى 12)","","","","","","","","","","طوال اليوم","","طوال اليوم","1","1","5","3","5","1","1","1","","","","2","","","","","","","","","3","","4","2","","3","1","","3","","","","3","2","","4","","3","",""
"2025/11/12 5:33:59 AM GMT+3","السلام ","٧٥٠","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","","مساءً (من 6 الى 12)","","","","","","طوال اليوم","طوال اليوم","","فجرا (من 12 الى 6)","","مساءً (من 6 الى 12)","","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/11/12 6:01:34 AM GMT+3","الخزامى","٥٠٠","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","2","1","4","1","4","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","أكثر من 5","أكثر من 5","أكثر من 5","3","أكثر من 5","1","1","1","1","1","1","1","1","1","أكثر من 5","1","1","1","1","1"
"2025/11/12 6:03:36 AM GMT+3","المقابل ","1000","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12)","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","3","2","أكثر من 5","أكثر من 5","أكثر من 5","1","1","1","1","1","1","3","1","أكثر من 5","3","1","1","1","1","3","أكثر من 5","أكثر من 5","3","أكثر من 5","أكثر من 5","1","1","1","1","5","أكثر من 5","5","2","أكثر من 5","3","1","1","1","1","3"
"2025/11/12 6:04:42 AM GMT+3","السلام","700","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","1","1","3","2","4","1","1","1","1","1","1","1","1","3","1","1","1","1","1","2","4","4","4","4","4","1","1","4","4","1","4","4","4","4","4","1","4","4","1","4"
"2025/11/12 6:13:12 AM GMT+3","السليمانيه","400","طوال اليوم","طوال اليوم","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","طوال اليوم","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","3","2","أكثر من 5","","","","","1","1","1","1","2","","","1","","2","2","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","","","أكثر من 5","","4","أكثر من 5","","2","أكثر من 5","","","1","","1","أكثر من 5"
"2025/11/12 6:51:47 AM GMT+3","الجامعة","500","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","طوال اليوم","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","طوال اليوم","","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","","1","1","4","2","أكثر من 5","1","1","1","","1","1","1","1","2","","1","1","1","1","","أكثر من 5","أكثر من 5","أكثر من 5","5","أكثر من 5","1","3","3","","1","أكثر من 5","أكثر من 5","1","5","","1","1","1","1",""
"2025/11/12 6:54:44 AM GMT+3","السلام ","٩٥٠","صباحا (من 6 الى 12);طوال اليوم","صباحا (من 6 الى 12);طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","2","4","2","أكثر من 5","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","أكثر من 5","أكثر من 5","2","1","أكثر من 5","1","3","2","1","1","1","1","1","2","3","1","1","1","1","2"
"2025/11/12 7:48:36 AM GMT+3","الرياض - الريان ","400","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","1","","أكثر من 5","2","أكثر من 5","1","1","1","1","1","1","1","1","1","1","2","2","3","2","1","أكثر من 5","أكثر من 5","أكثر من 5","2","أكثر من 5","1","2","2","2","1","أكثر من 5","1","1","أكثر من 5","1","1","1","1","1","3"
"2025/11/12 8:24:00 AM GMT+3","حي السعاده ","٧٥٠","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","مساءً (من 6 الى 12)","","صباحا (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","طوال اليوم","","صباحا (من 6 الى 12)","طوال اليوم","","","","","بعد ظهر (من 12 الى 6)","","1","1","","4","أكثر من 5","1","1","2","","1","1","2","1","2","","1","1","","1","2","أكثر من 5","أكثر من 5","4","أكثر من 5","أكثر من 5","1","","2","","1","أكثر من 5","2","1","أكثر من 5","","1","1","","1",""
"2025/11/12 8:43:43 AM GMT+3","العزيزيه ","٦٠٠٠ الى ٨٠٠٠ ريال","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","طوال اليوم","","","طوال اليوم","صباحا (من 6 الى 12);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","طوال اليوم","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","مساءً (من 6 الى 12)","1","1","4","2","أكثر من 5","1","1","1","","1","1","2","1","3","","","1","2","","1","أكثر من 5","أكثر من 5","أكثر من 5","4","4","1","1","2","","1","أكثر من 5","3","1","أكثر من 5","","","1","1","","1"
"2025/11/12 8:48:39 AM GMT+3","المنار","700","طوال اليوم","","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","","","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","","طوال اليوم","1","","5","","أكثر من 5","","1","1","","","","1","1","2","","","1","","","3","أكثر من 5","","أكثر من 5","","أكثر من 5","","أكثر من 5","4","","","","2","2","","","","1","","","4"
"2025/11/12 8:52:23 AM GMT+3","بدر ","٣٠٠ الى ٦٠٠ ","طوال اليوم","طوال اليوم","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","طوال اليوم","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","طوال اليوم","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","","صباحا (من 6 الى 12);فجرا (من 12 الى 6)","2","2","5","3","أكثر من 5","2","2","2","1","2","2","2","2","2","أكثر من 5","1","2","3","3","3","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5"
"2025/11/12 9:06:24 AM GMT+3","السلام ","700","طوال اليوم","طوال اليوم","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","طوال اليوم","فجرا (من 12 الى 6)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","بعد ظهر (من 12 الى 6)","طوال اليوم","صباحا (من 6 الى 12)","بعد ظهر (من 12 الى 6)","فجرا (من 12 الى 6)","1","1","أكثر من 5","1","أكثر من 5","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","أكثر من 5","أكثر من 5","3","1","أكثر من 5","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/11/12 9:48:47 AM GMT+3","النظيم ","٨٠٠","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","2","2","4","4","4","2","2","2","2","2","2","2","2","4","4","4","4","4","2","4","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","4","2","2","2","2","2","2","2","2","4","4","4","4","4","4","4"
"2025/11/12 10:15:46 AM GMT+3","الهدى","170","طوال اليوم","","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","فجرا (من 12 الى 6)","","","بعد ظهر (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","","","بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","","","فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6)","طوال اليوم","1","","2","1","4","","","1","","1","","","1","2","","","1","","1","1","أكثر من 5","","أكثر من 5","أكثر من 5","5","","","2","","1","","","1","أكثر من 5","","","2","","1","أكثر من 5"
"2025/11/12 10:23:23 AM GMT+3","حي المطار ","٢٠٠٠ ريال ","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","مساءً (من 6 الى 12)","بعد ظهر (من 12 الى 6)","","","","","صباحا (من 6 الى 12);مساءً (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);فجرا (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12);فجرا (من 12 الى 6)","1","1","5","3","أكثر من 5","1","1","1","1","1","1","1","3","2","أكثر من 5","1","4","1","1","3","أكثر من 5","أكثر من 5","أكثر من 5","1","أكثر من 5","1","3","3","1","1","1","1","1","2","أكثر من 5","1","1","1","1","أكثر من 5"
"2025/11/12 10:23:39 AM GMT+3","وادي الدواسر","2000","طوال اليوم","طوال اليوم","","بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","","بعد ظهر (من 12 الى 6)","","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12)","","مساءً (من 6 الى 12);فجرا (من 12 الى 6)","صباحا (من 6 الى 12)","طوال اليوم","","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","صباحا (من 6 الى 12)","صباحا (من 6 الى 12);بعد ظهر (من 12 الى 6);مساءً (من 6 الى 12)","2","4","أكثر من 5","4","أكثر من 5","3","3","2","1","2","1","أكثر من 5","3","2","","2","2","2","1","2","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","أكثر من 5","2","أكثر من 5","4","3","3","أكثر من 5","4","3","2","","2","3","3","2","أكثر من 5"
